Q,QUARTER,COUNTRY,GDP_DEFLATOR,GDP_REAL,TAX,GOVT_CONS,PRIVATE_CONS,INV,SHORT_TERM_INTEREST_RATE
2007.25,2007Q1,UK,92,759570,236878,148298,483828,143482,5.5338
2007.5,2007Q2,UK,92.6,768002,195828,152070,491178,139304,5.7655
2007.75,2007Q3,UK,93.3,781886,213904,154692,498204,145970,6.3635
2008,2008Q4,UK,93.8,790182,201502,153842,504006,146122,6.3461
2008.25,2008Q1,UK,94.3,802564,249794,158924,512112,153396,5.7337
2008.5,2008Q2,UK,93.8,798986,198116,160812,511436,146546,5.8915
2008.75,2008Q3,UK,92.3,793720,242824,162664,512590,132996,5.8363
2009,2009Q4,UK,90.4,653827,166305,139820,422030,102145,4.5841
2009.25,2009Q1,UK,88.8,641205,189638,139445,417260,94305,2.0882
2009.5,2009Q2,UK,88.6,641670,151017,140747,412878,98528,1.3778
2009.75,2009Q3,UK,88.7,648485,166580,143985,416530,97548,0.7935
2010,2010Q4,UK,88.9,647910,157107,144015,420317,95125,0.5952
2010.25,2010Q1,UK,89.5,657838,198962,143875,419905,104315,0.6304
2010.5,2010Q2,UK,90.4,667628,172755,144408,428602,106800,0.6938
2010.75,2010Q3,UK,91,669945,179423,143858,432378,109752,0.7325
2011,2011Q4,UK,91,674463,167925,146115,434492,108673,0.7423
2011.25,2011Q1,UK,91.6,690498,212513,147563,440380,107557,0.7925
2011.5,2011Q2,UK,91.7,685592,176392,143215,441418,105355,0.8232
2011.75,2011Q3,UK,92,690615,190452,144028,445015,110533,0.8683
2012,2012Q4,UK,92.2,699603,178030,145265,451353,109655,1.0144
2012.25,2012Q1,UK,92.7,702503,212358,149400,454522,103612,1.0657
2012.5,2012Q2,UK,92.7,705623,175335,146195,459173,113460,0.9909
2012.75,2012Q3,UK,93.8,721368,190988,147278,461405,118587,0.7234
2013,2013Q4,UK,93.7,724372,180077,150088,467233,116365,0.529
2013.25,2013Q1,UK,94.3,728897,216725,147812,475352,109105,0.5097
2013.5,2013Q2,UK,94.8,735213,186062,149603,477917,114795,0.5064
2013.75,2013Q3,UK,95.7,749180,197767,147950,485405,124363,0.513
2014,2014Q4,UK,96.2,756892,188515,152355,487550,135893,0.5216
2014.25,2014Q1,UK,96.8,765242,224978,153112,492942,132540,0.5213
2014.5,2014Q2,UK,97.4,773380,189563,152160,498343,132867,0.5327
2014.75,2014Q3,UK,98,781377,206195,155547,502648,131652,0.5602
2015,2015Q4,UK,98.5,671380,169657,132469,433944,114787,0.5576
2015.25,2015Q1,UK,99.1,674611,201926,132371,433741,123381,0.5635
2015.5,2015Q2,UK,99.8,684857,168943,132934,439204,118024,0.5698
2015.75,2015Q3,UK,100.2,687441,182111,134913,444433,117887,0.5844
2016,2016Q4,UK,101,691513,173671,133603,448169,117559,0.5788
2016.25,2016Q1,UK,101.1,699744,212983,135180,454347,120560,0.5896
2016.5,2016Q2,UK,101.7,710816,177690,136057,462486,120281,0.5843
2016.75,2016Q3,UK,102.1,715301,192323,136621,468703,129670,0.4329
2017,2017Q4,UK,102.8,634219,161048,120026,411470,109836,0.3892
2017.25,2017Q1,UK,103.4,641823,197986,120621,417431,113186,0.3548
2017.5,2017Q2,UK,103.6,644418,161550,119836,419446,112534,0.3135
2017.75,2017Q3,UK,104,647235,174570,120838,420861,112965,0.2945
2018,2018Q4,UK,104.4,749839,192941,139473,486677,131577,0.4731
2018.25,2018Q1,UK,104.5,755127,228123,140034,494671,127820,0.5659
2018.5,2018Q2,UK,105,762634,195070,140507,499547,131300,0.6795
2018.75,2018Q3,UK,105.6,771254,208837,142103,504679,131390,0.7841
2019,2019Q4,UK,105.9,677491,175064,125474,443469,119245,0.8618
2019.25,2019Q1,UK,106.6,686518,213004,127430,445656,140081,0.8781
2019.5,2019Q2,UK,106.5,689825,172734,129615,448100,121748,0.8
2019.75,2019Q3,UK,107,696804,187803,130911,451394,116455,0.7667
2020,2020Q4,UK,107,,,,,,0.7867
2020.25,2020Q1,UK,104.7,,,,,,0.6733
2020.5,2020Q2,UK,83.4,,,,,,0.39
1961.25,1961Q1,US,18.7,136255,,21648,83630,,
1961.5,1961Q2,US,19,138886,,22186,84864,,
1961.75,1961Q3,US,19.3,141916,,22528,85583,,
1962,1962Q4,US,19.7,145153,,22979,87398,,
1962.25,1962Q1,US,20.1,148503,,23789,88706,,
1962.5,1962Q2,US,20.3,150092,,24143,90115,,
1962.75,1962Q3,US,20.5,152257,,24735,91083,,
1963,1963Q4,US,20.6,153070,,25023,92655,,
1963.25,1963Q1,US,20.8,155418,,25118,93571,,
1963.5,1963Q2,US,21,157438,,25145,94603,,
1963.75,1963Q3,US,21.5,161111,,26028,96349,,
1964,1964Q4,US,21.6,163485,,26465,97512,,
1964.25,1964Q1,US,22.1,167456,,26695,99895,,
1964.5,1964Q2,US,22.3,169669,,26953,101884,,
1964.75,1964Q3,US,22.7,173008,,27366,104106,,3.8633
1965,1965Q4,US,22.8,174330,,27358,104747,,4.0233
1965.25,1965Q1,US,23.3,179448,,27707,107428,,4.1967
1965.5,1965Q2,US,23.6,182548,,28225,109161,,4.3033
1965.75,1965Q3,US,24.1,187331,,29473,111451,,4.31
1966,1966Q4,US,24.7,192964,,30785,114934,,4.5667
1966.25,1966Q1,US,25.3,198934,,31278,117534,,5.0633
1966.5,1966Q2,US,25.4,201245,,32429,118797,,5.38
1966.75,1966Q3,US,25.6,204910,,33822,121073,,5.7333
1967,1967Q4,US,25.8,208326,,34348,122515,,5.7567
1967.25,1967Q1,US,26,211043,,36175,123579,,5.1967
1967.5,1967Q2,US,26,212246,,36812,125865,,4.5267
1967.75,1967Q3,US,26.3,216308,,37615,127679,,4.9467
1968,1968Q4,US,26.5,220360,,38748,129562,,5.4133
1968.25,1968Q1,US,27,227347,,40349,134074,,5.4633
1968.5,1968Q2,US,27.5,233586,,41027,137504,,6.0133
1968.75,1968Q3,US,27.7,237706,,41956,141531,,5.8867
1969,1969Q4,US,27.8,242008,,42949,143744,,6.0733
1969.25,1969Q1,US,28.2,248334,,43045,146751,,6.5567
1969.5,1969Q2,US,28.3,252255,,44288,149584,,7.3767
1969.75,1969Q3,US,28.5,257489,,45652,152157,,8.5133
1970,1970Q4,US,28.4,259537,,46454,155147,,8.5967
1970.25,1970Q1,US,28.3,262800,,47220,157921,56781,8.5233
1970.5,1970Q2,US,28.4,266844,,47577,160393,57573,7.8867
1970.75,1970Q3,US,28.6,271515,,48586,163371,58536,7.6767
1971,1971Q4,US,28.3,272152,,49403,165040,56963,6.17
1971.25,1971Q1,US,29.1,283789,,50964,169797,61886,4.44
1971.5,1971Q2,US,29.2,289068,,51948,173306,63914,4.9433
1971.75,1971Q3,US,29.5,294419,,52653,176400,65308,5.7067
1972,1972Q4,US,29.6,297574,,53395,180435,64225,4.93
1972.25,1972Q1,US,30.1,307652,,55558,184737,68241,3.88
1972.5,1972Q2,US,30.8,316592,,56386,189341,71930,4.55
1972.75,1972Q3,US,31.1,322642,,56276,193950,73076,4.9333
1973,1973Q4,US,31.6,332226,,57279,200126,75587,5.3
1973.25,1973Q1,US,32.4,344373,,58349,206252,80122,6.4
1973.5,1973Q2,US,32.7,353472,,59293,210132,83433,7.6733
1973.75,1973Q3,US,32.5,358460,,59887,214719,82244,10.3533
1974,1974Q4,US,32.9,369072,,61596,218472,86767,9.2367
1974.25,1974Q1,US,32.6,372802,,63407,222967,84830,8.64
1974.5,1974Q2,US,32.7,382514,,64730,230106,88357,10.9433
1974.75,1974Q3,US,32.3,390007,,67128,237319,87302,12.0267
1975,1975Q4,US,32.2,399920,,69940,239770,90202,9.3667
1975.25,1975Q1,US,31.8,404029,,71775,246298,81837,6.69
1975.5,1975Q2,US,32.1,412963,,73561,253396,80612,5.9567
1975.75,1975Q3,US,32.6,427455,,74967,261798,87679,6.8167
1976,1976Q4,US,33,440458,,76423,269056,91529,6.2833
1976.25,1976Q1,US,33.8,455122,,77097,277477,99385,5.22
1976.5,1976Q2,US,34,463083,,78003,282385,102819,5.5067
1976.75,1976Q3,US,34.2,471640,,78701,289702,104255,5.4133
1977,1977Q4,US,34.5,483568,,80706,298102,106411,4.9333
1977.25,1977Q1,US,34.9,497162,,82449,307053,112931,4.8333
1977.5,1977Q2,US,35.6,513977,,84286,313995,120980,5.1933
1977.75,1977Q3,US,36.2,529618,,86097,321726,126941,5.85
1978,1978Q4,US,36.2,541068,,88338,331201,128924,6.6867
1978.25,1978Q1,US,36.3,550690,,89771,338513,132076,6.9
1978.5,1978Q2,US,37.7,582908,,91834,352846,143884,7.42
1978.75,1978Q3,US,38.1,598763,,93637,360554,150512,8.2733
1979,1979Q4,US,38.6,619237,,95527,370339,157472,10.2933
1979.25,1979Q1,US,38.7,631653,,98023,379285,158884,10.2767
1979.5,1979Q2,US,38.7,647812,,99896,389409,164055,10.0567
1979.75,1979Q3,US,39,666891,,101932,402967,167750,10.9033
1980,1980Q4,US,39.1,680971,,104855,413759,169057,13.6633
1980.25,1980Q1,US,39.2,697461,,108268,425576,172569,15.0867
1980.5,1980Q2,US,38.4,699338,,113464,426181,163497,11.4733
1980.75,1980Q3,US,38.4,714121,,114450,440943,157361,9.95
1981,1981Q4,US,39.1,746389,,117469,457969,172622,15.7567
1981.25,1981Q1,US,39.9,781052,,121737,471434,191446,15.92
1981.5,1981Q2,US,39.6,790633,,125852,479381,188777,16.75
1981.75,1981Q3,US,40,815152,,128017,489525,199501,17.52
1982,1982Q4,US,39.6,820205,,131435,493612,198845,13.4533
1982.25,1982Q1,US,39,818576,,134468,503539,184638,14.24
1982.5,1982Q2,US,39.2,832993,,136677,509911,187502,14.2333
1982.75,1982Q3,US,39,841581,,139986,521418,187589,11.57
1983,1983Q4,US,39,850640,,143400,536389,178249,9.04
1983.25,1983Q1,US,39.5,868353,,145785,546147,182558,8.53
1983.5,1983Q2,US,40.4,894712,,148502,562360,195209,8.7733
1983.75,1983Q3,US,41.2,922295,,151931,579974,206690,9.5533
1984,1984Q4,US,42.1,948677,,149175,593124,224224,9.41
1984.25,1984Q1,US,42.9,977014,,152478,604541,243745,9.68
1984.5,1984Q2,US,43.7,1002400,,157415,618969,252091,10.9533
1984.75,1984Q3,US,44.1,1021063,,160492,628381,258152,11.44
1985,1985Q4,US,44.5,1037138,,164343,640449,259284,9.3867
1985.25,1985Q1,US,44.9,1057542,,166829,659002,254535,8.6167
1985.5,1985Q2,US,45.3,1073722,,170533,670441,261359,7.95
1985.75,1985Q3,US,46,1096693,,175277,688537,262103,7.7933
1986,1986Q4,US,46.3,1111024,,178001,694850,271531,7.83
1986.25,1986Q1,US,46.7,1126974,,179452,705912,273114,7.5833
1986.5,1986Q2,US,47,1136335,,183269,712864,272420,6.66
1986.75,1986Q3,US,47.4,1151917,,186981,729300,270377,6
1987,1987Q4,US,47.7,1164407,,188288,738202,271324,5.83
1987.25,1987Q1,US,48,1180539,,190257,745878,279712,6.0467
1987.5,1987Q2,US,48.5,1201540,,192941,763333,282011,6.8167
1987.75,1987Q3,US,49,1221139,,194463,779340,283703,6.94
1988,1988Q4,US,49.8,1251999,,199233,787729,301388,7.64
1988.25,1988Q1,US,50.1,1268343,,200842,807974,290524,6.7167
1988.5,1988Q2,US,50.7,1297509,,203057,822929,298180,7.2233
1988.75,1988Q3,US,51,1320709,,205023,840475,300027,8.1733
1989,1989Q4,US,51.7,1349877,,211533,858635,306634,8.7967
1989.25,1989Q1,US,52.2,1377813,,213188,872543,317323,9.6
1989.5,1989Q2,US,52.6,1403116,,219643,888442,317071,9.5767
1989.75,1989Q3,US,53,1423841,,222384,902350,317876,8.7267
1990,1990Q4,US,53.1,1436809,,226213,913423,317864,8.4367
1990.25,1990Q1,US,53.7,1468175,,231402,934487,324420,8.2433
1990.5,1990Q2,US,53.9,1490007,,235601,945855,325759,8.3333
1990.75,1990Q3,US,53.9,1503779,,237753,961675,323090,8.0433
1991,1991Q4,US,53.4,1501183,,243430,966977,310550,7.97
1991.25,1991Q1,US,53.2,1508795,,248268,968391,303922,6.7133
1991.5,1991Q2,US,53.6,1531716,,250142,981733,305638,6.0133
1991.75,1991Q3,US,53.9,1551484,,252557,993317,310879,5.7
1992,1992Q4,US,54,1566135,,253891,1000008,317999,4.9133
1992.25,1992Q1,US,54.7,1590776,,256728,1025100,314082,4.1233
1992.5,1992Q2,US,55.3,1617691,,259421,1038915,327552,3.8933
1992.75,1992Q3,US,55.8,1641660,,264966,1056743,329574,3.27
1993,1993Q4,US,56.4,1670201,,267269,1076801,337916,3.44
1993.25,1993Q1,US,56.5,1682365,,265833,1087379,343079,3.14
1993.5,1993Q2,US,56.8,1702235,,266468,1104645,346918,3.1333
1993.75,1993Q3,US,57.1,1720525,,269185,1121797,346632,3.14
1994,1994Q4,US,57.9,1753435,,271554,1138163,362080,3.2833
1994.25,1994Q1,US,58.4,1778913,,272415,1155306,371342,3.45
1994.5,1994Q2,US,59.2,1811733,,274775,1170791,388810,4.3467
1994.75,1994Q3,US,59.6,1832769,,280342,1188190,388454,4.8567
1995,1995Q4,US,60.3,1863822,,280570,1206678,402053,5.8633
1995.25,1995Q1,US,60.5,1880572,,282657,1215609,408639,6.1833
1995.5,1995Q2,US,60.7,1895249,,285624,1233402,403596,6.01
1995.75,1995Q3,US,61.2,1920781,,287136,1249666,402592,5.7567
1996,1996Q4,US,61.6,1943147,,286326,1263914,410351,5.7167
1996.25,1996Q1,US,62.1,1967117,,288620,1282654,418042,5.2767
1996.5,1996Q2,US,63.1,2008210,,292477,1305125,434035,5.3933
1996.75,1996Q3,US,63.7,2032852,,293928,1318626,448843,5.48
1997,1997Q4,US,64.3,2064943,,297864,1338191,451094,5.41
1997.25,1997Q1,US,64.7,2090664,,299168,1358276,460430,5.4433
1997.5,1997Q2,US,65.8,2129706,,304642,1367817,478548,5.69
1997.75,1997Q3,US,66.6,2165706,,305940,1394795,489179,5.6
1998,1998Q4,US,67.2,2191477,,310778,1415903,494050,5.73
1998.25,1998Q1,US,67.9,2216620,,309198,1430336,510890,5.5533
1998.5,1998Q2,US,68.5,2242425,,315656,1458142,509210,5.59
1998.75,1998Q3,US,69.4,2280274,,318271,1481712,523951,5.5267
1999,1999Q4,US,70.5,2323498,,324483,1507060,536621,5.1967
1999.25,1999Q1,US,71.2,2354316,,328083,1525633,552533,4.9
1999.5,1999Q2,US,71.7,2381038,,333167,1556325,552713,4.9767
1999.75,1999Q3,US,72.6,2420464,,341118,1582227,565944,5.3833
2000,2000Q4,US,73.9,2474845,,349514,1614893,584347,6.06
2000.25,2000Q1,US,74.1,2500714,,350390,1653399,584951,6.0333
2000.5,2000Q2,US,75.5,2561920,,359325,1676879,615401,6.5733
2000.75,2000Q3,US,75.6,2579956,,361532,1703842,611544,6.6267
2001,2001Q4,US,76.1,2609756,,366748,1728024,615363,6.59
2001.25,2001Q1,US,75.9,2618220,563823,376134,1746722,593053,5.2567
2001.5,2001Q2,US,76.3,2649456,564284,382019,1759084,597988,4.0967
2001.75,2001Q3,US,76,2649074,510087,387306,1766164,587098,3.3367
2002,2002Q4,US,76.2,2665074,538604,391933,1793664,568587,2.0567
2002.25,2002Q1,US,76.9,2697238,501270,401057,1802485,586844,1.8233
2002.5,2002Q2,US,77.3,2723302,498212,408761,1825528,592933,1.8333
2002.75,2002Q3,US,77.7,2748013,503079,413342,1847736,595066,1.76
2003,2003Q4,US,77.8,2767866,507192,421882,1866937,599251,1.4867
2003.25,2003Q1,US,78.2,2795877,510764,428812,1888945,604333,1.2633
2003.5,2003Q2,US,78.9,2828219,512802,435284,1910650,607669,1.1667
2003.75,2003Q3,US,80.2,2891832,503214,438036,1950643,628344,1.07
2004,2004Q4,US,81.1,2942319,529742,444855,1972871,650931,1.1033
2004.25,2004Q1,US,81.6,2980042,536403,453254,2006936,657093,1.0533
2004.5,2004Q2,US,82.2,3027247,548100,459532,2033251,686470,1.2467
2004.75,2004Q3,US,83,3075835,566208,466765,2066086,702092,1.7033
2005,2005Q4,US,83.8,3130606,580471,473135,2106389,721803,2.25
2005.25,2005Q1,US,84.7,3190334,624775,481336,2130739,746907,2.7833
2005.5,2005Q2,US,85.1,3227506,633064,485670,2167857,746677,3.23
2005.75,2005Q3,US,85.9,3285718,646607,494442,2212301,762102,3.7367
2006,2006Q4,US,86.4,3333079,666974,501258,2236221,792321,4.2967
2006.25,2006Q1,US,87.6,3400983,691641,510254,2272663,812356,4.72
2006.5,2006Q2,US,87.8,3437452,703324,514770,2302561,815266,5.1767
2006.75,2006Q3,US,87.9,3466867,713340,520143,2333257,814874,5.3933
2007,2007Q4,US,88.7,3509307,717631,528174,2351863,809351,5.3233
2007.25,2007Q1,US,88.9,3552142,737018,536218,2387358,809645,5.31
2007.5,2007Q2,US,89.4,3595591,745463,545168,2411185,822215,5.3167
2007.75,2007Q3,US,89.9,3633751,737463,553264,2438450,820486,5.4233
2008,2008Q4,US,90.4,3670375,741231,564171,2469438,812689,5.0233
2008.25,2008Q1,US,89.9,3662760,730053,574405,2483563,793837,3.23
2008.5,2008Q2,US,90.4,3701403,734040,585883,2513211,792046,2.7567
2008.75,2008Q3,US,89.9,3708797,716970,597451,2520241,783996,3.0567
2009,2009Q4,US,87.9,3639886,676204,594656,2459315,737331,2.8167
2009.25,2009Q1,US,86.9,3598637,606567,594902,2439032,663731,1.0833
2009.5,2009Q2,US,86.8,3588213,594221,605267,2440054,627545,0.6167
2009.75,2009Q3,US,87.1,3605078,600074,611012,2473850,621590,0.3
2010,2010Q4,US,88.1,3657005,613778,619422,2489273,659706,0.2233
2010.25,2010Q1,US,88.4,3680338,630115,624676,2510121,667835,0.2067
2010.5,2010Q2,US,89.2,3731525,641229,629159,2532942,699205,0.4233
2010.75,2010Q3,US,89.9,3769979,657391,627124,2555152,721478,0.3367
2011,2011Q4,US,90.4,3810211,671000,629184,2587621,721459,0.28
2011.25,2011Q1,US,90.1,3821457,706046,629158,2621340,711328,0.2833
2011.5,2011Q2,US,90.8,3874047,714120,633075,2653031,733408,0.22
2011.75,2011Q3,US,90.8,3897963,713551,625595,2676342,739488,0.2867
2012,2012Q4,US,91.8,3949115,725824,623926,2690397,784957,0.4233
2012.25,2012Q1,US,92.5,4004940,735526,629456,2730611,798648,0.33
2012.5,2012Q2,US,92.9,4038064,745185,625985,2741215,815991,0.3
2012.75,2012Q3,US,93.1,4064288,752648,630050,2753561,815887,0.2667
2013,2013Q4,US,93.2,4089716,773396,630489,2781428,812259,0.2333
2013.25,2013Q1,US,94,4142398,804400,631590,2805795,834229,0.22
2013.5,2013Q2,US,94.1,4159482,813388,633385,2809898,843432,0.1967
2013.75,2013Q3,US,94.8,4212187,817541,632720,2832737,870802,0.1233
2014,2014Q4,US,95.6,4270784,826326,634312,2868781,877954,0.1267
2014.25,2014Q1,US,95.3,4276139,851203,637173,2893557,871988,0.1233
2014.5,2014Q2,US,96.6,4358227,863638,637641,2939220,908278,0.1133
2014.75,2014Q3,US,97.8,4430414,869288,646110,2978840,928532,0.1267
2015,2015Q4,US,98.3,4462478,881611,644495,3011137,937948,0.1333
2015.25,2015Q1,US,99.3,4500850,905799,645014,3024768,963262,0.15
2015.5,2015Q2,US,99.9,4555894,918178,651051,3063884,968045,0.1533
2015.75,2015Q3,US,100.3,4586856,912954,654649,3097328,970547,0.24
2016,2016Q4,US,100.5,4594701,911732,656914,3111500,957910,0.3633
2016.25,2016Q1,US,101,4617539,907688,656913,3137912,951189,0.5533
2016.5,2016Q2,US,101.4,4664052,914367,661739,3176881,948515,0.5567
2016.75,2016Q3,US,101.9,4705340,930133,668834,3210290,950645,0.7
2017,2017Q4,US,102.5,4758145,932016,673369,3244880,976421,0.7667
2017.25,2017Q1,US,103.1,4809359,926207,677362,3288298,979590,0.9167
2017.5,2017Q2,US,103.6,4844808,931639,680621,3310317,993750,1.08
2017.75,2017Q3,US,104.3,4904322,948840,686602,3342731,1010885,1.24
2018,2018Q4,US,105.3,4984491,1213861,698119,3399009,1031230,1.3733
2018.25,2018Q1,US,106.3,5060554,935304,709006,3438887,1060113,1.83
2018.5,2018Q2,US,107,5138163,942620,719091,3484976,1071134,2.1833
2018.75,2018Q3,US,107.6,5185681,950116,729048,3521566,1096675,2.2
2019,2019Q4,US,107.9,5227463,953340,734144,3547853,1108829,2.54
2019.25,2019Q1,US,108.7,5278827,971308,737703,3569147,1125863,2.52
2019.5,2019Q2,US,109.1,5332469,986438,746924,3624330,1122402,2.4033
2019.75,2019Q3,US,109.8,5385081,982965,752298,3661328,1129415,2.1033
2020,2020Q4,US,110.5,5436849,995533,758132,3689796,1126361,1.8033
2020.25,2020Q1,US,109.1,5390285,995937,761498,3636365,1115998,1.53
2020.5,2020Q2,US,99.1,4871627,,763031,3261683,981118,0.185
